"name","url","pattern"
"Khaled Hosseini - Am Abend vor dem Meer","https://www.labirint.ru/books/980412/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Judith Hermann - Nichts als Gespenster","https://www.labirint.ru/books/980413/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Cornelia Funke - Kein Keks fur Kobolde","https://www.labirint.ru/books/980419/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Peter Prange - Am Ende die Hoffnung. Band 2","https://www.labirint.ru/books/980426/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Zafon Ruiz - Der Furst des Nebels","https://www.labirint.ru/books/980429/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Colson Whitehead - Underground Railroad","https://www.labirint.ru/books/980433/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Stefan Zweig - Meistererzahlungen","https://www.labirint.ru/books/980455/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Kiera Cass - Die Kronprinzessin","https://www.labirint.ru/books/980459/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Judith Hermann - Sommerhaus, später","https://www.labirint.ru/books/980462/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Thomas Mann - Joseph in Agypten","https://www.labirint.ru/books/980465/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Reinhard Kaiser-Muhlecker - Enteignung","https://www.labirint.ru/books/980467/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Antoine Saint-Exupery - Der Kleine Prinz","https://www.labirint.ru/books/980479/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Colson Whitehead - Zone One","https://www.labirint.ru/books/980482/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Dagmar Bach - Glück und los! Lina und die Sache mit den Wünschen","https://www.labirint.ru/books/980498/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Stephan Ludwig - Tod und Regen","https://www.labirint.ru/books/980500/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Fjodor Dostojewskij - Bose Geister","https://www.labirint.ru/books/980513/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
"Kiera Cass - Der Erwahlte","https://www.labirint.ru/books/980514/","(?<=\<span class=""buying-pricenew-val-number""\>).*?(?=\<\/span\>)"
